names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind,fecha_convertida,Dia,Hora,periodo,calidad_aire
"Barcelona (Poblenou), Catalunya, Spain",Catalunya,17,2024-06-29 12:59:10,0.1,83.6,4.6,25.0,1009.6,17.0,,,21.4,,2024-06-29 05:59:10,2024-06-29,5,otro,Buena
"Barcelona (Poblenou), Catalunya, Spain",Catalunya,18,2024-06-29 16:44:00+09:00,0.1,85.0,3.2,25.0,1009.3,18.0,,,23.3,,2024-06-29 09:44:00+09:00,2024-06-29,9,mañana,Buena
"Barcelona (Poblenou), Catalunya, Spain",Catalunya,17,2024-06-29 19:03:54,0.1,64.3,4.6,25.0,1008.4,17.0,,,27.0,,2024-06-29 12:03:54,2024-06-29,12,mediodia,Buena
"Barcelona (Poblenou), Catalunya, Spain",Catalunya,18,2024-06-29 23:47:01,0.1,61.5,7.4,25.0,1010.8,18.0,,,25.5,,2024-06-29 16:47:01,2024-06-29,16,tarde,Buena
"Barcelona (Poblenou), Catalunya, Spain",Catalunya,20,2024-06-30 09:02:41,0.1,83.3,1.0,25.0,1014.0,20.0,,,22.5,,2024-06-30 02:02:41,2024-06-30,2,otro,Buena
"Barcelona, Catalunya, Spain",Catalunya,35,2024-06-26 05:22:11+09:00,0.1,71.0,1.0,35.4,1013.4,14.0,30.0,0.6,21.1,1.5,2024-06-25 22:22:11+09:00,2024-06-25,22,noche,Buena
"Barcelona, Catalunya, Spain",Catalunya,33,2024-06-26 15:26:55+09:00,0.1,81.5,3.2,32.5,1014.2,15.0,25.0,0.6,20.2,1.5,2024-06-26 08:26:55+09:00,2024-06-26,8,mañana,Buena
"Barcelona, Catalunya, Spain",Catalunya,32,2024-06-26 18:22:59+09:00,0.1,68.5,2.3,31.7,1014.4,15.0,25.0,0.6,25.0,3.0,2024-06-26 11:22:59+09:00,2024-06-26,11,mañana,Buena
"Barcelona, Catalunya, Spain",Catalunya,36,2024-06-26 23:21:59+09:00,0.1,56.5,2.8,36.2,1013.5,14.0,21.0,0.6,26.3,0.5,2024-06-26 16:21:59+09:00,2024-06-26,16,tarde,Buena
"Barcelona, Catalunya, Spain",Catalunya,39,2024-06-27 04:19:41+09:00,0.1,75.5,5.5,39.0,1014.0,13.0,21.0,0.6,22.7,0.5,2024-06-26 21:19:41+09:00,2024-06-26,21,noche,Buena
"Barcelona, Catalunya, Spain",Catalunya,39,2024-06-27 16:18:14+09:00,0.1,56.0,17.9,39.4,1015.1,11.0,21.0,1.1,25.5,2.0,2024-06-27 09:18:14+09:00,2024-06-27,9,mañana,Buena
"Barcelona, Catalunya, Spain",Catalunya,36,2024-06-27 20:25:28+09:00,0.1,65.0,31.6,35.8,1015.4,13.0,21.0,1.1,26.1,2.0,2024-06-27 13:25:28+09:00,2024-06-27,13,mediodia,Buena
"Barcelona, Catalunya, Spain",Catalunya,11,2024-06-27 22:18:20+09:00,0.1,57.5,31.6,35.8,1015.5,11.0,21.0,1.1,26.6,3.0,2024-06-27 15:18:20+09:00,2024-06-27,15,tarde,Buena
"Barcelona, Catalunya, Spain",Catalunya,11,2024-06-27 22:18:20+09:00,0.1,57.5,31.6,35.8,1015.5,11.0,21.0,1.1,26.6,3.0,2024-06-27 15:18:20+09:00,2024-06-27,15,tarde,Buena
"Barcelona, Catalunya, Spain",Catalunya,1,2024-06-28 15:26:53+09:00,0.1,51.0,0.5,35.8,1016.2,11.0,25.0,0.6,25.0,2.5,2024-06-28 08:26:53+09:00,2024-06-28,8,mañana,Buena
"Barcelona, Catalunya, Spain",Catalunya,35,2024-06-28 16:20:44+09:00,0.1,86.5,4.2,35.4,1011.7,11.0,21.0,0.6,20.8,0.5,2024-06-28 09:20:44+09:00,2024-06-28,9,mañana,Buena
"Barcelona, Catalunya, Spain",Catalunya,21,2024-06-28 18:22:21+09:00,0.1,52.5,6.0,35.8,1017.2,11.0,21.0,1.1,26.6,0.7,2024-06-28 11:22:21+09:00,2024-06-28,11,mañana,Buena
"Barcelona, Catalunya, Spain",Catalunya,42,2024-06-29 05:22:09+09:00,0.1,73.5,2.8,41.9,1016.0,11.0,21.0,0.6,22.2,4.5,2024-06-28 22:22:09+09:00,2024-06-28,22,noche,Buena
"Barcelona, Catalunya, Spain",Catalunya,34,2024-06-29 12:59:04,0.1,91.0,2.3,33.8,1011.9,10.0,21.0,0.6,18.0,6.7,2024-06-29 05:59:04,2024-06-29,5,otro,Buena
"Barcelona, Catalunya, Spain",Catalunya,35,2024-06-29 16:20:44+09:00,0.1,86.5,4.2,35.4,1011.7,11.0,21.0,0.6,20.8,0.5,2024-06-29 09:20:44+09:00,2024-06-29,9,mañana,Buena
"Barcelona, Catalunya, Spain",Catalunya,44,2024-06-29 19:03:48,0.1,66.0,1.4,43.9,1011.7,10.0,25.0,0.6,25.0,0.5,2024-06-29 12:03:48,2024-06-29,12,mediodia,Buena
"Barcelona, Catalunya, Spain",Catalunya,46,2024-06-29 23:46:55,0.1,64.0,1.0,45.5,1014.2,10.0,25.0,0.6,22.7,0.2,2024-06-29 16:46:55,2024-06-29,16,tarde,Buena
"Barcelona, Catalunya, Spain",Catalunya,34,2024-06-30 09:02:36,0.1,88.0,1.0,34.2,1016.5,11.0,25.0,0.6,19.4,3.0,2024-06-30 02:02:36,2024-06-30,2,otro,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,34,2024-06-26 04:55:49+09:00,,54.0,6.4,,1010.3,15.0,34.0,1.1,21.5,5.5,2024-06-25 21:55:49+09:00,2024-06-25,21,noche,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,57,2024-06-26 15:42:41+09:00,,60.0,12.8,,1009.7,24.0,57.0,1.6,18.7,0.6,2024-06-26 08:42:41+09:00,2024-06-26,8,mañana,Moderada
"Basauri, País Vasco, Spain",Pais_Vasco,65,2024-06-26 18:45:21+09:00,,49.0,12.8,,1010.0,33.0,65.0,1.6,24.6,5.3,2024-06-26 11:45:21+09:00,2024-06-26,11,mañana,Moderada
"Basauri, País Vasco, Spain",Pais_Vasco,68,2024-06-26 23:43:52+09:00,,48.3,13.3,,1008.8,32.0,68.0,1.6,26.6,13.3,2024-06-26 16:43:52+09:00,2024-06-26,16,tarde,Moderada
"Basauri, País Vasco, Spain",Pais_Vasco,50,2024-06-27 03:55:47+09:00,,55.0,4.6,,1011.0,19.0,50.0,1.6,22.7,2.7,2024-06-26 20:55:47+09:00,2024-06-26,20,noche,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,59,2024-06-27 16:04:54+09:00,,64.0,6.9,,1014.6,24.0,59.0,1.6,19.4,2.0,2024-06-27 09:04:54+09:00,2024-06-27,9,mañana,Moderada
"Basauri, País Vasco, Spain",Pais_Vasco,70,2024-06-27 20:42:44+09:00,,55.0,8.7,,1015.5,44.0,70.0,1.6,20.0,7.0,2024-06-27 13:42:44+09:00,2024-06-27,13,mediodia,Moderada
"Basauri, País Vasco, Spain",Pais_Vasco,50,2024-06-27 23:47:10+09:00,,51.6,6.0,,1015.3,35.0,50.0,1.1,22.0,2.6,2024-06-27 16:47:10+09:00,2024-06-27,16,tarde,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,46,2024-06-28 03:48:54+09:00,,57.5,4.2,,1016.3,17.0,46.0,1.1,19.3,5.2,2024-06-27 20:48:54+09:00,2024-06-27,20,noche,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,21,2024-06-28 15:57:48+09:00,,67.0,3.7,,1017.9,9.0,21.0,1.1,17.7,1.7,2024-06-28 08:57:48+09:00,2024-06-28,8,mañana,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,34,2024-06-28 16:47:12+09:00,,64.6,3.7,,1013.9,17.0,34.0,1.1,16.1,9.0,2024-06-28 09:47:12+09:00,2024-06-28,9,mañana,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,34,2024-06-28 18:45:13+09:00,,60.0,12.8,,1017.8,13.0,34.0,1.1,19.2,2.0,2024-06-28 11:45:13+09:00,2024-06-28,11,mañana,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,34,2024-06-29 05:46:12+09:00,,57.7,3.7,,1016.1,14.0,34.0,1.1,19.0,3.0,2024-06-28 22:46:12+09:00,2024-06-28,22,noche,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,17,2024-06-29 12:59:17,,62.5,4.6,,1014.4,7.0,17.0,1.1,15.5,1.2,2024-06-29 05:59:17,2024-06-29,5,otro,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,34,2024-06-29 16:47:12+09:00,,64.6,3.7,,1013.9,17.0,34.0,1.1,16.1,9.0,2024-06-29 09:47:12+09:00,2024-06-29,9,mañana,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,21,2024-06-29 19:04:00,,53.0,4.6,,1014.8,10.0,21.0,1.1,17.3,5.2,2024-06-29 12:04:00,2024-06-29,12,mediodia,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,21,2024-06-29 23:47:07,,57.3,5.1,,1016.2,11.0,21.0,1.1,16.1,0.7,2024-06-29 16:47:07,2024-06-29,16,tarde,Buena
"Basauri, País Vasco, Spain",Pais_Vasco,30,2024-06-30 09:02:47,,67.0,4.2,,1016.3,12.0,30.0,1.1,15.1,1.0,2024-06-30 02:02:47,2024-06-30,2,otro,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,9,2024-06-26 04:55:52+09:00,,74.6,1.4,14.3,1012.4,3.0,9.0,2.6,22.7,0.6,2024-06-25 21:55:52+09:00,2024-06-25,21,noche,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,3,2024-06-26 15:36:52+09:00,,63.5,13.3,14.3,1013.2,3.0,13.0,2.6,22.5,0.1,2024-06-26 08:36:52+09:00,2024-06-26,8,mañana,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,9,2024-06-26 18:17:53+09:00,,57.0,4.2,14.3,1013.0,3.0,9.0,4.1,26.1,2.0,2024-06-26 11:17:53+09:00,2024-06-26,11,mañana,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,5,2024-06-26 23:43:51+09:00,,61.2,1.4,14.3,1012.3,2.0,5.0,2.1,26.1,1.6,2024-06-26 16:43:51+09:00,2024-06-26,16,tarde,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,1,2024-06-27 04:35:51+09:00,,76.2,1.4,14.3,1012.7,1.0,5.0,1.6,23.3,1.2,2024-06-26 21:35:51+09:00,2024-06-26,21,noche,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,9,2024-06-27 15:02:05+09:00,,63.0,15.6,14.3,1012.6,3.0,9.0,3.1,21.6,0.1,2024-06-27 08:02:05+09:00,2024-06-27,8,mañana,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,5,2024-06-27 20:41:47+09:00,,50.5,2.8,14.3,1013.1,3.0,5.0,1.6,28.1,6.0,2024-06-27 13:41:47+09:00,2024-06-27,13,mediodia,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,7,2024-06-27 22:46:53+09:00,,41.6,2.3,14.3,1013.3,7.0,5.0,1.6,28.3,6.0,2024-06-27 15:46:53+09:00,2024-06-27,15,tarde,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,3,2024-06-28 04:41:06+09:00,,57.2,2.8,14.3,1013.6,3.0,5.0,1.6,25.8,3.2,2024-06-27 21:41:06+09:00,2024-06-27,21,noche,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,-,2024-06-28 15:55:53+09:00,,58.1,9.6,14.3,1013.9,3.0,9.0,1.6,23.9,3.0,2024-06-28 08:55:53+09:00,2024-06-28,8,mañana,-
"Benicassim, Valencia, Spain",Com_Valenciana,13,2024-06-28 16:44:03+09:00,,56.0,9.2,34.6,1011.9,3.0,13.0,1.6,23.8,2.2,2024-06-28 09:44:03+09:00,2024-06-28,9,mañana,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,5,2024-06-28 18:01:55+09:00,,57.1,3.2,14.3,1015.0,2.0,5.0,1.6,26.1,4.1,2024-06-28 11:01:55+09:00,2024-06-28,11,mañana,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,17,2024-06-29 05:33:59+09:00,,86.2,2.3,14.3,1013.4,5.0,17.0,1.6,23.3,1.0,2024-06-28 22:33:59+09:00,2024-06-28,22,noche,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,5,2024-06-29 12:59:55,,45.6,2.8,34.6,1011.3,1.0,5.0,2.1,28.2,5.6,2024-06-29 05:59:55,2024-06-29,5,otro,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,13,2024-06-29 16:44:03+09:00,,56.0,9.2,34.6,1011.9,3.0,13.0,1.6,23.8,2.2,2024-06-29 09:44:03+09:00,2024-06-29,9,mañana,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,9,2024-06-29 19:04:41,,37.5,1.9,34.6,1009.7,4.0,9.0,1.6,32.6,4.2,2024-06-29 12:04:41,2024-06-29,12,mediodia,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,33,2024-06-29 23:47:47,,46.0,4.2,32.9,1011.6,4.0,9.0,1.6,28.5,3.6,2024-06-29 16:47:47,2024-06-29,16,tarde,Buena
"Benicassim, Valencia, Spain",Com_Valenciana,28,2024-06-30 09:03:28,,62.4,2.8,27.7,1013.4,3.0,9.0,1.6,24.1,0.8,2024-06-30 02:03:28,2024-06-30,2,otro,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,42,2024-06-26 04:56:48+09:00,,69.1,4.6,41.5,1009.2,,,,25.0,3.1,2024-06-25 21:56:48+09:00,2024-06-25,21,noche,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,22,2024-06-26 15:36:03+09:00,,80.8,4.6,22.4,1011.4,,,,22.2,0.2,2024-06-26 08:36:03+09:00,2024-06-26,8,mañana,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,22,2024-06-26 18:12:53+09:00,,68.0,4.6,22.0,1011.5,,,,24.4,2.3,2024-06-26 11:12:53+09:00,2024-06-26,11,mañana,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,42,2024-06-26 23:38:00+09:00,,50.0,4.6,42.3,1009.5,,,,29.2,3.8,2024-06-26 16:38:00+09:00,2024-06-26,16,tarde,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,44,2024-06-27 04:32:01+09:00,,61.6,4.6,44.3,1010.8,,,,25.0,1.6,2024-06-26 21:32:01+09:00,2024-06-26,21,noche,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,13,2024-06-27 15:43:55+09:00,,79.1,4.6,12.6,1011.4,,,,21.9,0.5,2024-06-27 08:43:55+09:00,2024-06-27,8,mañana,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,43,2024-06-27 20:38:01+09:00,,43.0,4.6,42.7,1011.0,,,,29.0,3.8,2024-06-27 13:38:01+09:00,2024-06-27,13,mediodia,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,46,2024-06-27 23:47:09+09:00,,50.3,4.6,46.3,1010.7,,,,28.8,5.5,2024-06-27 16:47:09+09:00,2024-06-27,16,tarde,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,45,2024-06-28 03:58:59+09:00,,71.0,4.6,45.1,1011.7,,,,25.3,4.6,2024-06-27 20:58:59+09:00,2024-06-27,20,noche,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,30,2024-06-28 16:14:11+09:00,,83.0,4.6,29.7,1013.2,,,,23.7,3.0,2024-06-28 09:14:11+09:00,2024-06-28,9,mañana,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,26,2024-06-28 16:43:57+09:00,,58.1,4.6,25.6,1013.0,,,,23.0,4.1,2024-06-28 09:43:57+09:00,2024-06-28,9,mañana,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,38,2024-06-28 17:59:03+09:00,,71.0,4.6,38.2,1013.4,,,,25.1,3.3,2024-06-28 10:59:03+09:00,2024-06-28,10,mañana,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,37,2024-06-29 05:31:57+09:00,,81.0,4.6,37.4,1011.4,,,,23.8,1.5,2024-06-28 22:31:57+09:00,2024-06-28,22,noche,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,33,2024-06-29 12:59:54,,45.7,4.6,32.5,1012.6,,,,26.6,9.5,2024-06-29 05:59:54,2024-06-29,5,otro,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,26,2024-06-29 16:43:57+09:00,,58.1,4.6,25.6,1013.0,,,,23.0,4.1,2024-06-29 09:43:57+09:00,2024-06-29,9,mañana,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,46,2024-06-29 19:04:40,,39.3,4.6,45.5,1010.4,,,,30.7,8.3,2024-06-29 12:04:40,2024-06-29,12,mediodia,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,47,2024-06-29 23:47:47,,47.0,4.6,46.8,1011.9,,,,28.3,3.5,2024-06-29 16:47:47,2024-06-29,16,tarde,Buena
"Benigánim, Valencia, Spain",Com_Valenciana,17,2024-06-30 09:03:28,,63.1,4.6,17.1,1013.2,,,,23.7,0.5,2024-06-30 02:03:28,2024-06-30,2,otro,Buena
"Bermejales, Sevilla, Spain",Andalucia,41,2024-06-26 04:55:56+09:00,4.0,41.6,6.4,40.7,1004.9,18.0,34.0,1.6,31.2,6.5,2024-06-25 21:55:56+09:00,2024-06-25,21,noche,Buena
"Bermejales, Sevilla, Spain",Andalucia,36,2024-06-26 15:46:58+09:00,4.0,81.2,11.5,27.0,1007.0,17.0,36.0,1.6,21.1,4.4,2024-06-26 08:46:58+09:00,2024-06-26,8,mañana,Buena
"Bermejales, Sevilla, Spain",Andalucia,36,2024-06-26 18:30:12+09:00,4.0,74.7,9.2,25.6,1007.8,17.0,36.0,1.6,23.4,6.2,2024-06-26 11:30:12+09:00,2024-06-26,11,mañana,Buena
"Bermejales, Sevilla, Spain",Andalucia,39,2024-06-26 23:48:08+09:00,4.0,61.4,4.2,29.9,1007.0,19.0,39.0,1.6,26.6,7.2,2024-06-26 16:48:08+09:00,2024-06-26,16,tarde,Buena
"Bermejales, Sevilla, Spain",Andalucia,39,2024-06-27 04:33:49+09:00,4.0,66.3,3.7,33.7,1008.0,19.0,39.0,1.6,22.7,8.3,2024-06-26 21:33:49+09:00,2024-06-26,21,noche,Buena
"Bermejales, Sevilla, Spain",Andalucia,36,2024-06-27 15:48:52+09:00,4.0,81.6,6.4,26.0,1009.6,17.0,36.0,1.6,19.4,2.6,2024-06-27 08:48:52+09:00,2024-06-27,8,mañana,Buena
"Bermejales, Sevilla, Spain",Andalucia,33,2024-06-27 20:19:05+09:00,4.0,64.0,2.8,23.0,1010.2,15.0,33.0,1.6,23.5,1.6,2024-06-27 13:19:05+09:00,2024-06-27,13,mediodia,Buena
"Bermejales, Sevilla, Spain",Andalucia,27,2024-06-28 00:10:52+09:00,4.0,50.0,2.8,27.1,1010.2,14.0,30.0,1.1,26.1,4.0,2024-06-27 17:10:52+09:00,2024-06-27,17,tarde,Buena
"Bermejales, Sevilla, Spain",Andalucia,31,2024-06-28 04:26:19+09:00,4.0,55.0,4.6,30.9,1011.1,12.0,27.0,1.6,24.2,6.6,2024-06-27 21:26:19+09:00,2024-06-27,21,noche,Buena
"Bermejales, Sevilla, Spain",Andalucia,20,2024-06-28 15:55:50+09:00,4.0,77.8,12.4,18.5,1012.7,11.0,20.0,1.6,20.0,1.1,2024-06-28 08:55:50+09:00,2024-06-28,8,mañana,Buena
"Bermejales, Sevilla, Spain",Andalucia,28,2024-06-28 16:57:11+09:00,4.0,81.0,1.9,25.8,1015.4,13.0,28.0,1.6,20.8,4.5,2024-06-28 09:57:11+09:00,2024-06-28,9,mañana,Buena
"Bermejales, Sevilla, Spain",Andalucia,37,2024-06-28 18:55:48+09:00,4.0,68.5,7.4,14.5,1013.5,13.0,37.0,1.6,22.7,3.1,2024-06-28 11:55:48+09:00,2024-06-28,11,mañana,Buena
"Bermejales, Sevilla, Spain",Andalucia,31,2024-06-29 05:33:58+09:00,4.0,75.0,3.7,30.9,1014.7,14.0,22.0,1.6,21.9,6.5,2024-06-28 22:33:58+09:00,2024-06-28,22,noche,Buena
"Bermejales, Sevilla, Spain",Andalucia,58,2024-06-29 12:59:23,4.0,75.1,2.8,25.8,1015.8,11.0,58.0,1.1,22.2,6.8,2024-06-29 05:59:23,2024-06-29,5,otro,Moderada
"Bermejales, Sevilla, Spain",Andalucia,28,2024-06-29 16:57:11+09:00,4.0,81.0,1.9,25.8,1015.4,13.0,28.0,1.6,20.8,4.5,2024-06-29 09:57:11+09:00,2024-06-29,9,mañana,Buena
"Bermejales, Sevilla, Spain",Andalucia,30,2024-06-29 19:04:09,4.0,67.7,1.9,29.9,1013.7,9.0,24.0,1.6,24.4,5.2,2024-06-29 12:04:09,2024-06-29,12,mediodia,Buena
"Bermejales, Sevilla, Spain",Andalucia,31,2024-06-29 23:47:15,4.0,75.0,4.2,30.7,1013.9,9.0,24.0,1.6,21.6,5.0,2024-06-29 16:47:15,2024-06-29,16,tarde,Buena
"Bermejales, Sevilla, Spain",Andalucia,19,2024-06-30 09:02:57,4.0,84.1,6.4,14.0,1014.0,8.0,19.0,1.6,19.2,1.1,2024-06-30 02:02:57,2024-06-30,2,otro,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-19 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-19 13:05:13+09:00,2024-02-19,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-02-20 20:05:13+09:00,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-02-20 13:05:13+09:00,2024-02-20,13,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-06-29 13:00:04,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-06-29 06:00:04,2024-06-29,6,mañana,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-06-29 19:04:50,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-06-29 12:04:50,2024-06-29,12,mediodia,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-06-29 23:47:56,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-06-29 16:47:56,2024-06-29,16,tarde,Buena
"Burgos I, Spain",Castilla_Leon,45,2024-06-30 09:03:37,0.1,48.5,31.6,16.3,1033.5,45.0,9.0,1.6,9.5,0.7,2024-06-30 02:03:37,2024-06-30,2,otro,Buena
"Burgos IV, Spain",Castilla_Leon,33,2024-06-26 05:28:51+09:00,0.1,77.0,2.3,32.5,1012.0,16.0,17.0,0.6,18.0,4.6,2024-06-25 22:28:51+09:00,2024-06-25,22,noche,Buena
"Burgos IV, Spain",Castilla_Leon,38,2024-06-26 15:36:48+09:00,0.1,82.0,2.3,19.5,1012.0,14.0,38.0,1.1,17.0,3.6,2024-06-26 08:36:48+09:00,2024-06-26,8,mañana,Buena
"Burgos IV, Spain",Castilla_Leon,14,2024-06-26 18:17:47+09:00,0.1,73.0,6.0,13.9,1012.0,10.0,5.0,1.1,23.0,2.5,2024-06-26 11:17:47+09:00,2024-06-26,11,mañana,Buena
"Burgos IV, Spain",Castilla_Leon,46,2024-06-26 23:42:46+09:00,0.1,45.0,1.9,34.2,1012.0,19.0,46.0,3.1,28.5,6.4,2024-06-26 16:42:46+09:00,2024-06-26,16,tarde,Buena
"Burgos IV, Spain",Castilla_Leon,34,2024-06-27 04:35:51+09:00,0.1,93.0,3.7,32.1,1014.0,25.0,34.0,3.6,17.0,2.5,2024-06-26 21:35:51+09:00,2024-06-26,21,noche,Buena
"Burgos IV, Spain",Castilla_Leon,30,2024-06-27 15:43:59+09:00,0.1,93.0,8.7,0.9,1015.5,16.0,30.0,4.1,16.0,1.2,2024-06-27 08:43:59+09:00,2024-06-27,8,mañana,Buena
"Burgos IV, Spain",Castilla_Leon,21,2024-06-27 20:41:48+09:00,0.1,68.5,2.8,17.9,1016.0,17.0,21.0,2.1,23.0,5.9,2024-06-27 13:41:48+09:00,2024-06-27,13,mediodia,Buena
"Burgos IV, Spain",Castilla_Leon,30,2024-06-27 23:47:09+09:00,0.1,54.0,1.9,29.7,1015.0,20.0,30.0,1.6,27.0,6.6,2024-06-27 16:47:09+09:00,2024-06-27,16,tarde,Buena
"Burgos IV, Spain",Castilla_Leon,42,2024-06-28 04:41:01+09:00,0.1,77.0,2.3,39.4,1016.0,21.0,42.0,1.6,20.5,6.1,2024-06-27 21:41:01+09:00,2024-06-27,21,noche,Buena
"Burgos IV, Spain",Castilla_Leon,14,2024-06-28 15:55:53+09:00,0.1,93.0,6.4,13.5,1018.0,10.0,5.0,2.1,15.0,6.1,2024-06-28 08:55:53+09:00,2024-06-28,8,mañana,Buena
"Burgos IV, Spain",Castilla_Leon,17,2024-06-28 16:44:02+09:00,0.1,93.0,1.0,17.1,1014.5,3.0,5.0,3.6,14.0,3.3,2024-06-28 09:44:02+09:00,2024-06-28,9,mañana,Buena
